光學字符識別	OCR
有肺的	pulmonate
有鬍子的	mustached
有鬍鬚的	barbate\tbearded
有胸的	breasted
有能力地	competently
有能力的	capable\tcompetent
有脈的	nervate
有脊椎的	vertebrated
有腳的	footed
有腿的	legged
有膛線的	rifled
有膜的	velate
有舌的	tongued
有船員	crewed
有色	coloured
有色的	colored\tpigmented
有節奏地	rhythmically
有節奏的	rhythmic\tcadenced
有節的	jointed
有花瓣的	petalled
有苞的	bracteate
有莖的	stemmed
有營養的	nutritious
有蛀孔的	pecky
有襯裏的	lined
有袋動物	marsupial
有裂縫的	crannied\tfissured
有褶皺的	ruffly
有角度的	angled
有角的	horned\tangulate
有觸手的	tentacled
有說服力	suasive\tpersuasive
有說服力地	cogently\tpersuasively
有說服力的	cogent
有責任的	liable\taccountable
有貨	instock
有資格的	entitled
有趣地	amusingly\tinterestingly
有趣的	funny\tamusive
有趾的	toed
有蹄的	hoofed
有蹄類	ungulate
有蹼的	webbed
有軌電車	tramcar\tstreetcar
有輪廓的	contoured
有輪的	wheeled
有軟木塞的	corked
有輻條的	spoked
有辨別力的	discriminating
有邊	brimmed
有邊界的	bordered
有邊的	sided\tlimbate
有進取心的	pushful\tgumptious
有遠景的	vistaed
有遠見	foresighted
有遠見的	visionary\tfarseeing
有選擇地	selectively
有選擇的	selective
有道機器人	YoudaoBot
有遺囑	testate
有酒窩的	dimply
有野味的	gamy
有針對性的	targeted
有錢的	moneyed
有錯的	faulted
有門的	gated
有問題地	problematically
有問題的	problematic\tproblematical
有陣風的	gusty
有限	finite
有限公司	ltd\tltd.
有限地	finitely
有限性	finiteness
有限的	limited
有雀斑的	freckled
有雕像的	statued
有霧的	misty\tfoggy
有面板的	paneled
有鞋跟的	heeled
有韌性的	resilient
有頂的	roofed
有頂篷的	canopied
有頂飾的	crested
有預見的	prescient
有領的	collared
有頸圈的	torquate
有風度	personable
有颮的	squally
有香味的	scented\tperfumed
有魅力	charismatic
有魅力的	prepossessing
有鰭的	finned
有鱗的	scaly\tscaled
有鼻的	nosed
有齒的	toothed
有龍骨的	keeled
朋克	punk
朋友	ami\tpal
服從	obey\tobedience
服從了	obeyed
服務	srv\tserve
服務檯	helpdesk
服務員	waiter\tattendant
服務器	server
服務器貓	ServerCat
服務器間	intersvr
服務者	ministrant
服務質量	QoS\tQuality of Service
服務集標識符	SSID\tService Set Identifier
服役	soldiered
服藥的	dosed
服裝	garb\tattire
服裝師	costumer
服裝店	outfitters
服裝設計	costuming
朔望	syzygy
朔望月	lunation
朗	Lang
朗伯	lambert
朗厄蘭	Langeland
朗姆酒	rum
朗斯伯裏	Lounsbury
朗斯基	Wronskian
朗斯特里特	Longstreet
朗服務	LangServe
朗繆爾	Langmuir
朗誦	declaim
朗誦者	reciter\tdeclaimer
朗費羅	Longfellow
朗鏈	LangChain
望加錫	Macassar
望遠鏡	spyglass\ttelescope
望遠鏡的	telescopic
朝代	dynasties
朝向	headed\ttoward
朝聖	pilgrimage
朝聖者	palmer\tpilgrim
朝臣	courtier
朝霞	sunglow
期中	midterm
期刊	periodical
期待	expect
期待地	expectingly\texpectantly
期待的	expectant
期望	expectation
期貨	futures
朦朧	mistiness\tnebulosity
朦朧地	mistily\tcloudily
朦朧的	bleary\tshadowy
木乃伊	mummy\tmummies
木乃伊化	mummification
木偶	puppet
木偶戲	puppetry
木蘭	magnolia
木製品	woodwork
木製的	wooden
木刻	woodcut\txylograph
木刻術	xylography
木匠	carpenter
木衛四	Callisto
木器	woodenware
木頭腦袋	woodenhead
木屋	chalet
木屐	clog\tpatten
木工	joiner\tcarpentry
木工技藝	woodcraft
木工活	woodworking
木星	Jupiter
木星的	Jovian
木材	wood\tlumber
木材場	lumberyard\ttimberyard
木材解剖	xylotomy
木板	plank
木板路	boardwalk
木栓	nog
木棉	kapok
木槌	gavel\tmallet
木槿	hibiscus
木炭	charcoal
木版	woodblock
木犀草	reseda\tmignonette
木琴	xylophone
木琴手	xylophonist
木瓜	papaya
木瓦	shingle
木盤	trencher
木籠結構	cribwork
木管樂器	woodwind
木糖	xylose
木結構	timbering
木結構的	timbered
木薯	manico\tmanioc
木薯澱粉	tapioca
木蛀蟲	woodworm
木豆	dal
木質	woodiness
木質化	lignification
木質的	woody\tligneous
木質素	lignin
木質部	xylem
木釘	dowel\ttrenail
木雕	woodcarving
木雕的	woodcarved
木鞋	sabot
木餾油	creosote
木餾油酚	creosol
木馬	trojan-go\tcockhorse
未中斷的	unbroken
未主張	nonclaim
未交叉的	uncrossed
未付	unpaid
未使用	unused
未保存	unsave\tunpreserved
未修飾	unvarnished\tunembellished
未充分利用	underutilize\tunderutilise
未充電	uncharged
未共享	unshared
未關閉	unclosed
未決定	undecided
未準備好的	unready
未減	unabated
未減少	undiminished
未出生的	unborn
未分類	unclassified\tuncategorized
未分類的	untc
未分配	unassigned
未列出	unlisted
未初始化	uninitialized
未刪	unabridged
未刪減	uncut
未割禮	uncircumcision
未加密	unencrypted
未加工	unprocessed
未壓縮	uncompressed
未去殼	unshelled
未去殼的	unhulled
未參與	unengaged
未發現	undiscovered
未發表	unpublished
未發送	unsent
未發酵	unleavened
未取消的	uncancelled
未受傷	unharmed\tuninjured
未受侵犯的	inviolate
未受割禮	uncircumcised
未受干擾	undisturbed
未受影響	unaffected
未受損的	unimpaired
未受教	untutored
未受教育	uneducated
未受教育的	unlearned\tunschooled
未受監管的	unregulated
未受精的	unfertilized
未受罰	unpunished
未受訓	untrained
未受賞識	unappreciated
未受邀請的	unbidden
未受重視	unvalued
未變	unchanged
未合併的	unincorporated
未聽說	unheard
未啓動	unprimed
未命名	unnamed
未哀悼	unwept
未售出	unsold
未回火的	untempered
未回答	unanswered
未固定的	unfixed
未固結	unconsolidated
未處理	untreated
未大寫	uncapitalized
未婚	unmarried
未婚夫	fiance\tfiancé
未婚妻	fiancee\tfiancée
未婚狀態	spinsterhood
未安置	unaccommodated
未完成	undone
未完成的	unfinished
未定	unsettled
未定義	undef\tundefined
未實現	unfulfilled
未實現的	unimplemented
未審查	uncensored
未宣佈	unannounced
未察覺	unware\tunawareness
未察覺的	unaware
未封閉	unenclosed
未嘗試	untried
未展	unexpanded
未履行	nonfulfillment
未延	unextended
未開化	uncivilized\tuncivilised
未開發	undeveloped
未開發的	untapped
未開墾	uncultivated
未引用的	unquoted
未成年	nonage\tunderage
未成年人	minors
未成形	unformed
未成熟的	unfledged
未打開的	unopened
未打磨	unpolished
未批准	unapproved
未承認	unadmitted\tunacknowledged
未承諾	uncommitted
未投保	uninsured
未投票	unpolled
未報告的	unreported
未指定	unspecified
未捕獲	uncaught
未損壞	undamaged\tunspoiled
未授銜	noncommissioned
未探	unexplored
未播種	unseeded
未支付	nonpayment
未改	unmodified
未改變	unaltered
未改革的	unreformed
未料到	unsuspected
未斷	unabroken
未來	future\ttomorrows
未來主義	futurism
未來主義者	futurist
未來學	futurology
未來派的	futuristic
未染色	unstained
未標記	unlabelled
未標記的	untagged
未格式化	unformatted
未檢查	unchecked
未檢測	undetected
未武裝	unarmed
未註冊的	unregistered
未注意的	unnoted
未洗	unwashed
未測	unfathomed
未測試的	untested
未塗油	unaneled
未清償	undischarged
未清除	uncleared
未漂白的	unbleached
未烘烤的	unbaked
未煮熟	underdo
未煮熟的	uncooked
未熟	unrip
未熟透	underdone
未燃燒的	unburned
未玷污	undefiled
未用	unexploited
未申報	undeclared
未知	incflds\tunknown
未知事物	unknowns
未知實體	acdbentity
未知的	unbeknown
未確定	undetermined
未稀釋	undiluted
未穿衣的	undressed
未穿越	untraversed
未穿過的	unworn
未竭	unexhausted
未簽名	unsigned
未糾正的	uncorrected
未終止的	unterminated
未經授權	unauthorised\tunauthorized
未經證實	unproven\tunsubstantiated
未經請求	unsolicited
未綁定	undound
未絕緣	uninsulated
未緩解的	unrelieved
未編目	uncatalogued
未編碼	uncoded
未編輯	unedited\tinedited
未縮	unabbreviated
未縮進的	unindented
未翻譯	untranslated
未翻轉	unturned
未考慮	unconsidered
未腐殖化的	unhumified
未腐敗的	uncorrupted
未舔	unlicked
未獲專利	unpatented
未被召喚的	uncalled
未被告知	unadvised
未被察覺	unperceived
未被承認的	unrecognised
未被注意的	unnoticed
未被認可的	unrecognized
未被問及	unasked
未裝訂的	unbound
未見	unseen
未觀察的	unobserved
未規劃	unprojected
未覺醒的	unawakened
未解	unexplained
未解決	unsolved
未解決的	unresloved\tunresolved
未解析	unparsed
未解釋	uninterpreted
未觸及	untouched
未計入	unaccounted
未計數的	uncounted
未評估	unevaluated
未評級的	unrated
未讀的	unread
未敗的	unbeaten
未踏足	untread\tuntrodden
未轉化的	unconverted
未達目標	undershoot
未連接	unlinked\tunattached
未送達	nondelivery
未適應	unadapted
未選	unselected
未採納	unadopted
未鋪砌	unpaved
未雕刻	uncarved
未預料	unanticipated
未預見的	unforeseen
未馴服的	unbred\tuntamed
未驅動	unactuated
未驗證	unverified
末世的	apocalyptic\teschatological
末日	doomsday\tapocalypse
末日決戰	Armageddon
末日審判書	Domesday
末期	terminally
末端	ends\textremity
末端朝前	endways
本	Ben
本位主義	departmentalism
本體	noumenon\tnoumenal
本體感受器	proprioceptor
本體論	ontology
本體論的	ontological
本分	devoir
本可以	could've
本土	homegrown
本土主義	nativism
本土主義者	nativist
本土化地	indigenously
本土性	indigenousness
本土的	indigenous
本地	local\tlocally
本地主機	localhost
本地人	locals\tnative
本地化	ln\tlocalize
本地化的	localized
本地發送	localsend
本地地	natively
本壘打	homer
本寧頓	Bennington
本尼	Benny
本尼迪克特	Benedict\tBenedikt
本州	Hondo\tHonshu
本影	umbra
本徵值	eigenvalue
本徵函數	eigenfunction
本徵向量	eigenvector
本徵態	eigenstate
本性	natures
本我	id
本傑明	Benjamin
本森	Benson
本生	Bunsen
本田	Honda
本科生	undergraduate
本篤會	Benedictine
本能	instinct
本能地	instinctively
本能的	instinctual\tinstinctive
本該	ought've\tshould've
本質	essence\tquiddity
本質上	essentially\tintrinsically
本輪	epicycle
本迪克斯	Bendix
本頓	Benton
術前	preoperative
術後	postoperative
術後護理	aftercare
術語	term\tterminology
術語主義	terminism
術語的	terminological
術語者	termer
術語集	terminologies
朱麗葉	Juliet
朱克斯	Jukes
朱利亞諾	Giuliano
朱利安	Julian
朱厄爾	Jewell
朱厄特	Jewett
朱塞佩	Giuseppe
朱爾斯	Jules
朱巴爾	Jubal
朱庇特	Jove\tJupyter
朱查茨	juchats
朱特人的	Jutish
硃砂	cinnabar
硃紅	vermeil
硃紅色	vermilion
朱莉	Julie\tjolie
朱莉婭	Julia
朱莉斯	Julies
朱諾	Juno\tJuneau
朱諾般的	junoesque
朱迪	Judy
朱迪亞	Judea
朱迪亞的	judean
朱迪思	Judith
朱頂雀	linnet
朱鷺	ibis
樸實	homely\tunpretending
樸實的	earthy\tfolksy
朴樹	hackberry
樸素	plain\tinornate
樸素地	austerely
樸素的	austere
朴茨茅斯	Portsmouth
朵拉	Dora
機會	chance\topportunity
機會主義	opportunism
機會主義的	opportunistic
機會主義者	opportunist
機制	mechanism
機動	maneuver\tmanoeuvre
機動化	motorised\tmotorization
機動化中	motorizing
機動化的	motorized
機動性	manoeuvrability\tmaneuverability
機動腳踏車	moped
機器	machine
機器人	bot\trobot
機器人學	robotics
機器人的	robotic
機場	airport\tairdrome
機密的	classified\tconfidential
機工	engineman
機庫	hangar
機敏	smartness
機智	wit\twittiness
機智地	wittily\tresourcefully
機智的	witty
機構	agency\tagencies
機構的	institutional
機構羣	establishments
機架專家	RackNerd
機械	enginery\tmachinery
機械化	mechanise\tmechanize
機械化的	mechanized
機械地	mechanically
機械師	machinist\tmechanician
機械療法	mechanotheropy
機械的	mechanical
機械般的	machinelike
機械論的	mechanistic
機械論者	mechanist
機電的	electromechanical
機票	airfare
機組	aircrew
機緣巧合	serendipity
機艙	nacelle
機身	airframe\tfuselage
機車	locomobile\tlocomotive
殺人	homicide
殺人的	homicidal
殺傷性的	antipersonnel
殺妻	uxoricide
殺嬰	infanticide
殺嬰的	infanticidal
殺子	filicide
殺害兄弟	fratricide
殺寄生蟲劑	parasiticide
殺幼蟲劑	larvicide
殺戮	killing\tslaying
殺手	slayer\tkiller
殺死	slay\tkill
殺毒軟件	ESET
殺真菌劑	fungicide
殺真菌的	fungicidal
殺胎	feticide
殺菌劑	germicide\tbactericide
殺菌的	germicidal\tbactericidal
殺蟲劑	pesticide\tinsecticide
殺蟲的	pesticidal
雜亂	clutter
雜亂的	ragtag\tlittery
雜交	incross\thybridise
雜交牛	catalo
雜交的	crossbred
雜務	chore
雜工	handyman\tfactotum
雜役	dogsbody
雜誌	mag\tzine
雜技	acrobatics
雜技演員	acrobat
雜技的	acrobatic
雜曲	quodlibet
雜燴	olio\tfarrago
雜物	sundries
雜物袋	ragbag
雜砂岩	greywacke\tgraywacke
雜種狗	cur\tmutt
雜耍	sideshow\tjugglery
雜耍演員	juggler
雜色	roan\tvariegation
雜色的	pied\tmotley
雜草	weed
雜草叢生	weedy
雜貨	groceries
雜貨商	grocer\tchandler
雜貨店	grocery\tchandlery
雜質	impurity\timpurities
雜費	incidentals
雜集	miscellany
雜項	misc\tsundry
雜食動物	omnivore
雜食的	omnivorous
權利	droit\trights
權力	power\tPowers
權威	authority\tdefinitive
權威地	authoritatively
權威的	magisterial\tauthoritative
權宜	expedience\texpediency
權宜之計	stopgap
權宜地	expediently
權宜的	expedient
權杖	mace\tsceptre
權衡	tradeoff\ttrade-off
權限	chmod
杆	rod\tpole
桿秤	steelyard
桿菌	bacili\tbacilli
李伯拉斯	Liberace
李子	plum
李子般的	plummy
李爾	Lear
李斯特	Lister\tlisters
李斯特化	Listerize
李森科	Lysenko
李森科主義	lysenkoism
李維斯	Levis
杏	apricot
杏仁	almond
杏仁糖漿	orgeat
杏仁酒	amaretto
材料	material
村上	murakami
村莊	dorp\tvillage
村民	cottager\tvillager
杓蘭	cypripedium
杓鷸	curlew
杖刑	bastinado
杜優	dooyoo
杜蘭	Tulane
杜蘭戈	Durango
杜興	duchenne
杜利	Dooley
杜勒斯	Dulles
杜塞爾多夫	Dusseldorf
杜威	Dewey
杜安	Duane
杜賓犬	Doberman
杜松	juniper
杜松子酒	gin
杜根	Dugan
杜森伯格	Dusenberg
杜森伯裏	Dusenbury
杜比	dolby
杜立德	Doolittle
杜肯	Duquesne
杜邦	Dupont\tDuPont
杜魯門	Truman\ttrnman
杜鵑花	azalea\trhodora
杞人憂天者	worrywart
束	bunches\tfascicle
束髮帶	bandeau
束帶	cincture\tdrawstring
束狀的	fasciated\tfascicular
束緊	gird
束縛	binds\tfetter
束縛的	bonded
束腰外衣	tunic
束腰帶	staylace
束腹	corset
槓桿	lever
槓桿作用	leverage
槓鈴	barbell
條	strips
條件	condition
條件句	conditionals
條件性	conditionality
條形圖	bargraph
條形碼	barcode
條款	terms\tprovisions
條理性	methodicalness
條目	entry\tentries
條約	treaty\ttreaties
條紋	vitta\tstria
條紋狀	streaky\tstriation
條頓人	teuton
條頓化	teutonise\tteutonize
條頓的	Teutonic
來	came\tcome
來世	afterlife
來亨雞	leghorn
來回	fro\tbandy
來者	comer
楊樹	poplar
楊桃	carambola
楊梅	arbutus\tbayberry
杯墊	coaster
杯子	cup
杯狀體	calix
杯狀的	cuppy\tcupped
杯狀結構	calyculus
傑作	masterpiece
傑克	Jake
傑克曼	Jackman
傑克遜	Jackson
傑克遜式	Jacksonian
傑克遜維爾	Jacksonville
傑內斯科	Genesco
傑出	outstanding\tillustriousness
傑出人物	luminary
傑出地	outstandingly
傑出的	eminent\texceptional
傑基	Jacky\tJackie
傑基爾	Jekyll
傑夫	Jeff\tGeoff
傑奎琳	Jacqueline
傑爾軟件	jelsoft
傑弗裏	Jeffrey\tGeoffrey
傑德	Jed
傑拉爾丁	Geraldine
傑拉爾德	Gerald
傑拉德	Gerard
傑斐遜	Jefferson
傑斐遜派	Jeffersonians
傑斐遜的	Jeffersonian
傑斯	jess
傑森	Jason
傑洛特	geralt
傑瑪	Gemma
傑瑞	Jerry
傑科	jocko
傑米	jamie
傑羅姆	Jerome\tGerome
傑西	Jessy\tJesse
傑西卡	Jessica
傑里科	Jericho
傑里米	Jeremy
傑雷斯	Jeres
松下	panasonic
鬆動的	rattly
松園	pinetum
鬆土機	scarifier
鬆開	looses\tloosed
鬆弛	atony\tslack
鬆弛地	laxly\tslackly
鬆弛狀態	relaxations
鬆弛的	lax\tflabby
鬆散	loose\tlooseness
鬆散地	loosely
松本	Matsumoto
松林	pinery\tPinehurst
松果	pinecone
松果體	pineal
松樹	pine
松樹般的	piny
鬆糕	shortcake
松脂	galipot
松節油	turps\tturpentine
松藻	codium
松藻AI	CodiumAI
松露	truffle
鬆餅	muffin
松香	rosin
松香酒	retsina
松雞	grouse\tgorcock
松鴉	jay
松鼠	squirrel
松鼠毛皮	vair
板	board
板子	boards
板材	sheeting
板條	slat\tlath
板條製品	lathwork
板條安裝	lathing
板條狀的	lathy
板條箱	crate
板油	suet
板狀的	placoid
板球	cricket
板球運動員	cricketer
板羽球	battledore
極豐富的	superabundant
極樂	bliss
極樂世界	Elysium
